Portfolio Return,Portfolio Risk,Sharpe Ratio,Weights,Fund Distribution
0.30515933385493704,0.32937844331927824,0.9264702655696725,[0.         0.6599975  0.         0.         0.24707539 0.09292711],[    0. 32999.     0.     0. 12353.  4646.]
0.3218067677749332,0.35360737782638463,0.9100680244656406,[0.         0.43024192 0.         0.         0.         0.56975808],[    0. 21512.     0.     0.     0. 28487.]
0.31175241175441004,0.3515201537877866,0.8868692403412396,[0.         0.80768415 0.         0.         0.11814663 0.07416922],[    0. 40384.     0.     0.  5907.  3708.]
0.2950507954663753,0.31360041317609844,0.9408495112558833,[0.         0.13846425 0.         0.         0.48317219 0.37836356],[    0.  6923.     0.     0. 24158. 18918.]
0.3120766017584421,0.32786931387954077,0.9518322958186294,[0.         0.37006453 0.         0.         0.16973163 0.46020384],[    0. 18503.     0.     0.  8486. 23010.]
0.3038568301499005,0.3177188263592284,0.9563702397866256,[0.         0.25599841 0.         0.         0.32134884 0.42265276],[    0. 12799.     0.     0. 16067. 21132.]
0.3094962986679839,0.3211626060036833,0.9636747643791208,[0.         0.37209983 0.         0.         0.21239927 0.41550089],[    0. 18604.     0.     0. 10619. 20775.]
0.298235648071049,0.31635760652029266,0.9427168556224325,[0.         0.53471213 0.         0.         0.37858831 0.08669957],[    0. 26735.     0.     0. 18929.  4334.]
0.3123004114982182,0.32917872880677085,0.9487259782254633,[0.         0.36188781 0.         0.         0.16707237 0.47103982],[    0. 18094.     0.     0.  8353. 23551.]
0.30779631295118326,0.321508875486168,0.9573493499541829,[0.         0.31383574 0.         0.         0.24827078 0.43789348],[    0. 15691.     0.     0. 12413. 21894.]
0.2856908834175361,0.3111964259270701,0.9180403745526586,[0.         0.07189045 0.         0.         0.64757614 0.28053342],[    0.  3594.     0.     0. 32378. 14026.]
0.30680744867531784,0.3139224564966146,0.9773351422491385,[0.         0.42508717 0.         0.         0.25023892 0.32467392],[    0. 21254.     0.     0. 12511. 16233.]
0.31517028995625374,0.33090974088482217,0.9524358186420182,[0.         0.61587308 0.         0.         0.08625214 0.29787479],[    0. 30793.     0.     0.  4312. 14893.]
0.29621852321662545,0.32824851539952266,0.9024215169902219,[0.         0.05208432 0.         0.         0.47498969 0.47292599],[    0.  2604.     0.     0. 23749. 23646.]
0.3146760703608267,0.3286676150926298,0.957429499928492,[0.         0.47383927 0.         0.         0.11296839 0.41319234],[    0. 23691.     0.     0.  5648. 20659.]
0.28913334475428876,0.30357253555651526,0.9524357802139238,[0.         0.21695332 0.         0.         0.57141086 0.21163582],[    0. 10847.     0.     0. 28570. 10581.]
0.30286931293444536,0.33665980147210883,0.8996301655561247,[0.         0.10326512 0.         0.         0.35766597 0.53906892],[    0.  5163.     0.     0. 17883. 26953.]
0.3035432937862714,0.3102871103600833,0.9782658823114315,[0.         0.36185073 0.         0.         0.31278343 0.32536584],[    0. 18092.     0.     0. 15639. 16268.]
0.31580983172086874,0.3302106966210841,0.9563888600594296,[0.         0.55125384 0.         0.         0.08402463 0.36472153],[    0. 27562.     0.     0.  4201. 18236.]
0.28539822460703695,0.3156415398639555,0.9041846162898785,[0.         0.38881929 0.         0.         0.61118071 0.        ],[    0. 19440.     0.     0. 30559.     0.]
0.3032138853302946,0.3219273133661076,0.9418706420398341,[0.         0.20530837 0.         0.         0.3386465  0.45604513],[    0. 10265.     0.     0. 16932. 22802.]
0.30599641754354756,0.3214349338991576,0.9519700109495457,[0.         0.26875699 0.         0.         0.28408789 0.44715512],[    0. 13437.     0.     0. 14204. 22357.]
0.31792153444418514,0.3354711775169881,0.9476865845742762,[0.         0.52185015 0.         0.         0.05271727 0.42543258],[    0. 26092.     0.     0.  2635. 21271.]
0.30560815646612605,0.31437037114151006,0.9721277337823933,[0.         0.34702217 0.         0.         0.28035771 0.37262012],[    0. 17351.     0.     0. 14017. 18631.]
0.30914242434517364,0.3181782107880969,0.9716014920677866,[0.         0.41890478 0.         0.         0.21219314 0.36890209],[    0. 20945.     0.     0. 10609. 18445.]
0.2892708892687349,0.3082611116683439,0.9383956597806588,[0.         0.37367377 0.         0.         0.54871695 0.07760928],[    0. 18683.     0.     0. 27435.  3880.]
0.3206266197418539,0.34156974496615694,0.9386856548832272,[0.         0.58105355 0.         0.         0.         0.41894645],[    0. 29052.     0.     0.     0. 20947.]
0.3137835170159481,0.3261646092556023,0.9620403566533129,[0.         0.49016944 0.         0.         0.12569301 0.38413756],[    0. 24508.     0.     0.  6284. 19206.]
0.30724067484501943,0.3156127378847886,0.9734736211983139,[0.         0.50640828 0.         0.         0.23244244 0.26114927],[    0. 25320.     0.     0. 11622. 13057.]
0.3153628960321946,0.3495698013303465,0.9021457083307203,[0.         0.2757537  0.         0.         0.12733176 0.59691454],[    0. 13787.     0.     0.  6366. 29845.]
0.3055258145351194,0.314516669337112,0.9714137415325488,[0.         0.34149142 0.         0.         0.28244788 0.3760607 ],[    0. 17074.     0.     0. 14122. 18803.]
0.3030588546811544,0.31744741310060265,0.9546741985423319,[0.         0.24129152 0.         0.         0.3365409  0.42216757],[    0. 12064.     0.     0. 16827. 21108.]
0.29409949722840856,0.30526657717490235,0.9634185961337798,[0.         0.38284761 0.         0.         0.4671812  0.14997119],[    0. 19142.     0.     0. 23359.  7498.]
0.28768535963724134,0.30745689538550713,0.9356933084116552,[0.         0.33909323 0.         0.         0.57960042 0.08130635],[    0. 16954.     0.     0. 28980.  4065.]
0.3065576033888657,0.35210179770724226,0.8706504919459552,[0.       0.793583 0.       0.       0.206417 0.      ],[    0. 39679.     0.     0. 10320.     0.]
0.29975008317543894,0.3063697508640661,0.978393207325601,[0.         0.33140997 0.         0.         0.37986062 0.28872941],[    0. 16570.     0.     0. 18993. 14436.]
0.3107714757585742,0.32366036993473446,0.960177719073981,[0.         0.38100629 0.         0.         0.19002246 0.42897125],[    0. 19050.     0.     0.  9501. 21448.]
0.32094858063712384,0.34330071702997805,0.934890504784753,[0.         0.53991003 0.         0.         0.         0.46008997],[    0. 26995.     0.     0.     0. 23004.]
0.3083142171173252,0.3160946097525996,0.9753858737377269,[0.         0.4629741  0.         0.         0.22023542 0.31679047],[    0. 23148.     0.     0. 11011. 15839.]
0.30684783469964927,0.32074567841199025,0.9566702074330382,[0.         0.29675693 0.         0.         0.26627584 0.43696723],[    0. 14837.     0.     0. 13313. 21848.]
0.29013824959988455,0.3030473632530395,0.9574023231399111,[0.         0.27074131 0.         0.         0.54768733 0.18157136],[    0. 13537.     0.     0. 27384.  9078.]
0.3115621538995423,0.32255029806707586,0.965933548245401,[0.         0.44006251 0.         0.         0.16917743 0.39076006],[    0. 22003.     0.     0.  8458. 19538.]
0.2843294804249711,0.31534065588013005,0.9016581754464695,[0.         0.36837498 0.         0.         0.63162502 0.        ],[    0. 18418.     0.     0. 31581.     0.]
0.299638520152804,0.33683917791052315,0.8895595874907372,[0.         0.05230348 0.         0.         0.41805718 0.52963934],[    0.  2615.     0.     0. 20902. 26481.]
0.31023842743046076,0.32045293051362794,0.9681247942816589,[0.         0.54054071 0.         0.         0.1781199  0.28133939],[    0. 27027.     0.     0.  8905. 14066.]
0.2914748441993018,0.31073505039461813,0.9380172717211759,[0.         0.42807495 0.         0.         0.50496306 0.06696199],[    0. 21403.     0.     0. 25248.  3348.]
0.3037058230939827,0.31149610980721554,0.9749907415599692,[0.         0.33683794 0.         0.         0.31333589 0.34982617],[    0. 16841.     0.     0. 15666. 17491.]
0.30155191917702345,0.30905747117096805,0.9757147045644705,[0.         0.3173592  0.         0.         0.35171003 0.33093077],[    0. 15867.     0.     0. 17585. 16546.]
0.32117970315744554,0.34527401898984333,0.9302168292219329,[0.         0.51037478 0.         0.         0.         0.48962522],[    0. 25518.     0.     0.     0. 24481.]
0.3217777537565739,0.35312855936893567,0.9112198524288498,[0.         0.43394964 0.         0.         0.         0.56605036],[    0. 21697.     0.     0.     0. 28302.]
0.31405888489568834,0.3420403369945825,0.9181925373341644,[0.         0.29589702 0.         0.         0.14640598 0.557697  ],[    0. 14794.     0.     0.  7320. 27884.]
0.3137181021782428,0.3263177316821486,0.9613884619785892,[0.         0.47634666 0.         0.         0.12858117 0.39507216],[    0. 23817.     0.     0.  6429. 19753.]
0.3092542345047416,0.3215581909008424,0.9617364547249398,[0.        0.5799294 0.        0.        0.189367  0.2307036],[    0. 28996.     0.     0.  9468. 11535.]
0.3208883266493623,0.342886112392279,0.9358452123084234,[0.         0.54760991 0.         0.         0.         0.45239009],[    0. 27380.     0.     0.     0. 22619.]
0.30742630159967027,0.3217313323042997,0.9555373404194919,[0.         0.30138402 0.         0.         0.2560485  0.44256748],[    0. 15069.     0.     0. 12802. 22128.]
0.3112550180597713,0.3620084855902023,0.8598003374211385,[0.         0.12117168 0.         0.         0.21580805 0.66302027],[    0.  6058.     0.     0. 10790. 33151.]
0.2945419687057604,0.3245632583168457,0.9075025011556365,[0.         0.56373254 0.         0.         0.43626746 0.        ],[    0. 28186.     0.     0. 21813.     0.]
0.3125148871862878,0.3241396970620678,0.9641364202498343,[0.         0.55217214 0.         0.         0.13872835 0.30909952],[    0. 27608.     0.     0.  6936. 15454.]
0.30388922767292,0.3117096117765518,0.9749113155059271,[0.         0.48163577 0.         0.         0.29143129 0.22693294],[    0. 24081.     0.     0. 14571. 11346.]
0.30958699825372815,0.3256814024563267,0.9505823664439765,[0.         0.31859802 0.         0.         0.21785622 0.46354577],[    0. 15929.     0.     0. 10892. 23177.]
0.29848472333534765,0.31049301235073756,0.9613250909433505,[0.         0.22372243 0.         0.         0.41493561 0.36134196],[    0. 11186.     0.     0. 20746. 18067.]
0.308222027253283,0.3160976524196543,0.9750848349992947,[0.         0.43576389 0.         0.         0.22531217 0.33892394],[    0. 21788.     0.     0. 11265. 16946.]
0.2963417172093671,0.3048975723900076,0.9719385919882093,[0.         0.38234588 0.         0.         0.42993911 0.18771501],[    0. 19117.     0.     0. 21496.  9385.]
0.3156603976399156,0.33268047295253583,0.948839572213039,[0.         0.44304129 0.         0.         0.10060052 0.45635819],[    0. 22152.     0.     0.  5030. 22817.]
0.3189843345180102,0.35212099956490517,0.9058940958141095,[0.         0.35294057 0.         0.         0.05702617 0.59003326],[    0. 17647.     0.     0.  2851. 29501.]
0.2938775359018247,0.306476638272592,0.958890496705458,[0.         0.20053971 0.         0.         0.49461123 0.30484907],[    0. 10026.     0.     0. 24730. 15242.]
0.3129440899170205,0.34619059070276453,0.9039647475159452,[0.         0.24112078 0.         0.         0.1720866  0.58679261],[    0. 12056.     0.     0.  8604. 29339.]
0.29632690274398266,0.30420246606901025,0.9741107840879865,[0.         0.29722824 0.         0.         0.44126811 0.26150365],[    0. 14861.     0.     0. 22063. 13075.]
0.30099773469388025,0.30751012416485896,0.9788221949158091,[0.         0.4162779  0.         0.         0.34805144 0.23567066],[    0. 20813.     0.     0. 17402. 11783.]
0.31530955314572245,0.3296017304977004,0.9566380390952538,[0.         0.57532481 0.         0.         0.08921447 0.33546072],[    0. 28766.     0.     0.  4460. 16773.]
0.2910878865038839,0.30426008978219304,0.9567074232846688,[0.         0.33398394 0.         0.         0.52365236 0.1423637 ],[    0. 16699.     0.     0. 26182.  7118.]
0.32159454539314336,0.3503104471258935,0.9180272756112515,[0.         0.45736191 0.         0.         0.         0.54263809],[    0. 22868.     0.     0.     0. 27131.]
0.2889927081969671,0.3083670513091596,0.9371711632940695,[0.         0.12413256 0.         0.         0.58583633 0.29003111],[    0.  6206.     0.     0. 29291. 14501.]
0.2978784712740513,0.32504227767603827,0.916429928450537,[0.         0.09456614 0.         0.         0.44183924 0.46359462],[    0.  4728.     0.     0. 22091. 23179.]
0.3049765801717408,0.31900981394778205,0.956010024888017,[0.         0.57555889 0.         0.         0.26111025 0.16333086],[    0. 28777.     0.     0. 13055.  8166.]
0.31128262791798533,0.3658668991420085,0.8508083913794107,[0.         0.10356989 0.         0.         0.21764045 0.67878965],[    0.  5178.     0.     0. 10882. 33939.]
0.30015063258026964,0.30776934249956067,0.9752453904036855,[0.         0.43550862 0.         0.         0.35964216 0.20484923],[    0. 21775.     0.     0. 17982. 10242.]
0.3138831594521604,0.3267539050430902,0.9606102776668193,[0.         0.47434141 0.         0.         0.12609594 0.39956265],[    0. 23717.     0.     0.  6304. 19978.]
0.3028420862401431,0.3092596144355952,0.9792487350565827,[0.         0.36386828 0.         0.         0.32418786 0.31194386],[    0. 18193.     0.     0. 16209. 15597.]
0.29547873797697993,0.30784237145853255,0.9598377785911189,[0.         0.43162188 0.         0.         0.43788203 0.13049609],[    0. 21581.     0.     0. 21894.  6524.]
0.3137674273194369,0.3322434342666674,0.9443901517933349,[0.         0.375144   0.         0.         0.14093729 0.48391871],[    0. 18757.     0.     0.  7046. 24195.]
0.31049403406643983,0.3547448407853369,0.8752601824428671,[0.         0.14271016 0.         0.         0.22566541 0.63162444],[    0.  7135.     0.     0. 11283. 31581.]
0.30185972524179927,0.3082274059912634,0.9793409650612164,[0.         0.42185535 0.         0.         0.33298293 0.24516172],[    0. 21092.     0.     0. 16649. 12258.]
0.2907575146099403,0.31089177538193774,0.9352370748719164,[0.         0.11238928 0.         0.         0.55800142 0.3296093 ],[    0.  5619.     0.     0. 27900. 16480.]
0.30871303542580353,0.31693953643445294,0.9740439419417439,[0.         0.4368011  0.         0.         0.21700743 0.34619147],[    0. 21840.     0.     0. 10850. 17309.]
0.2764876094360169,0.3179705753557118,0.8695383499769179,[0.         0.21836562 0.         0.         0.78163438 0.        ],[    0. 10918.     0.     0. 39081.     0.]
0.2962913624444443,0.32310874546110663,0.9170019895982965,[0.         0.08466759 0.         0.         0.46953533 0.44579708],[    0.  4233.     0.     0. 23476. 22289.]
0.3045127164692385,0.31534972209749346,0.9656349605885982,[0.         0.53525443 0.         0.         0.27407603 0.19066954],[    0. 26762.     0.     0. 13703.  9533.]
0.30414666339651525,0.31033387889108355,0.9800627133696228,[0.         0.41486543 0.         0.         0.29584157 0.289293  ],[    0. 20743.     0.     0. 14792. 14464.]
0.3043895049583776,0.31393072191099697,0.9696072531718497,[0.         0.51606019 0.         0.         0.27862523 0.20531457],[    0. 25803.     0.     0. 13931. 10265.]
0.3092798670304356,0.3210126571659808,0.9634506930688445,[0.         0.36654828 0.         0.         0.21672322 0.4167285 ],[    0. 18327.     0.     0. 10836. 20836.]
0.30672364063414015,0.3243234470948781,0.9457337833006281,[0.         0.25935261 0.         0.         0.27321238 0.46743501],[    0. 12967.     0.     0. 13660. 23371.]
0.30180898518675514,0.3087584375042575,0.9774922675031138,[0.         0.3337497  0.         0.         0.34529873 0.32095158],[    0. 16687.     0.     0. 17264. 16047.]
0.30696745762707855,0.31685174216506534,0.9688047019389986,[0.         0.3510864  0.         0.         0.25721166 0.39170194],[    0. 17554.     0.     0. 12860. 19585.]
0.3047274679299811,0.3117474238068309,0.9774819121482152,[0.         0.37303036 0.         0.         0.29162481 0.33534483],[    0. 18651.     0.     0. 14581. 16767.]
0.3080428026207966,0.3269514649529893,0.9421667606385813,[0.         0.26743114 0.         0.         0.25021152 0.48235734],[    0. 13371.     0.     0. 12510. 24117.]
0.31598577239896186,0.411729316410578,0.7674599786910964,[0.         0.         0.         0.         0.15287172 0.84712828],[    0.     0.     0.     0.  7643. 42356.]
0.2977385872808623,0.3207135710431165,0.9283629199490112,[0.         0.56470244 0.         0.         0.3829539  0.05234366],[    0. 28235.     0.     0. 19147.  2617.]
0.31893763734654795,0.37789038776437966,0.8439951045947492,[0.         0.1983381  0.         0.         0.07793273 0.72372916],[    0.  9916.     0.     0.  3896. 36186.]
0.31407125268146696,0.32744382064412414,0.959160725841912,[0.         0.57620282 0.         0.         0.10970374 0.31409343],[    0. 28810.     0.     0.  5485. 15704.]
0.2937197421863933,0.303236595389535,0.9686157497220398,[0.         0.32216517 0.         0.         0.48140078 0.19643405],[    0. 16108.     0.     0. 24070.  9821.]
0.27180302662012745,0.3235256408094338,0.8401282381826036,[0.         0.12875292 0.         0.         0.87124708 0.        ],[    0.  6437.     0.     0. 43562.     0.]
0.29466766785526355,0.3033926834224781,0.9712418392270031,[0.         0.29156404 0.         0.         0.46961296 0.238823  ],[    0. 14578.     0.     0. 23480. 11941.]
0.3018566000612304,0.31605847609303606,0.9550656694692625,[0.         0.2298786  0.         0.         0.35803073 0.41209066],[    0. 11493.     0.     0. 17901. 20604.]
0.3200057838757145,0.34162677467207264,0.9367116619676191,[0.         0.66039044 0.         0.         0.         0.33960956],[    0. 33019.     0.     0.     0. 16980.]
0.29858812457815115,0.3280665077113231,0.9101451003370603,[0.         0.08622728 0.         0.         0.43111734 0.48265538],[    0.  4311.     0.     0. 21555. 24132.]
0.30166695536691374,0.30837070502750547,0.9782607441261524,[0.         0.43216758 0.         0.         0.33484767 0.23298475],[    0. 21608.     0.     0. 16742. 11649.]
0.3009437492021553,0.3095124736279651,0.972315414867223,[0.         0.29093928 0.         0.         0.36526906 0.34379166],[    0. 14546.     0.     0. 18263. 17189.]
0.31756134083394905,0.3973011201024982,0.7992963643093244,[0.         0.08451949 0.         0.         0.11565183 0.79982867],[    0.  4225.     0.     0.  5782. 39991.]
0.31682361978190365,0.35334600033217106,0.8966384775377854,[0.         0.28678959 0.         0.         0.10159045 0.61161995],[    0. 14339.     0.     0.  5079. 30580.]
0.30002865452511907,0.3073999902559852,0.9760203774738975,[0.         0.30843347 0.         0.         0.37821718 0.31334935],[    0. 15421.     0.     0. 18910. 15667.]
0.30079810219903846,0.315581683026104,0.9531545028681443,[0.         0.5392403  0.         0.         0.33536307 0.12539664],[    0. 26962.     0.     0. 16768.  6269.]
0.30773787442838335,0.3334206445147818,0.9229718659929594,[0.         0.2120694  0.         0.         0.26249333 0.52543727],[    0. 10603.     0.     0. 13124. 26271.]
0.3096140085791791,0.3207589628187251,0.9652544261223199,[0.         0.3833254  0.         0.         0.20897915 0.40769545],[    0. 19166.     0.     0. 10448. 20384.]
0.3010007322879312,0.30714847214197377,0.9799844687125747,[0.         0.39664899 0.         0.         0.3505573  0.25279371],[    0. 19832.     0.     0. 17527. 12639.]
0.29477124517530645,0.3103539540008482,0.9497905258668006,[0.         0.16546495 0.         0.         0.48430796 0.35022709],[    0.  8273.     0.     0. 24215. 17511.]
0.31641764737158967,0.35292991492409004,0.8965452742640033,[0.         0.27951397 0.         0.         0.10929257 0.61119346],[    0. 13975.     0.     0.  5464. 30559.]
0.3151008022062939,0.3291625496059481,0.95728023307485,[0.         0.49197488 0.         0.         0.10354014 0.40448497],[    0. 24598.     0.     0.  5177. 20224.]
0.2963873992861748,0.3115236009909113,0.9514123435380484,[0.         0.47947    0.         0.         0.41653324 0.10399676],[    0. 23973.     0.     0. 20826.  5199.]
0.32038871342112285,0.34106151952407215,0.9393868703458638,[0.         0.61145571 0.         0.         0.         0.38854429],[    0. 30572.     0.     0.     0. 19427.]
0.3014423475477783,0.30856689406455073,0.9769108525450498,[0.         0.3254776  0.         0.         0.35247611 0.32204629],[    0. 16273.     0.     0. 17623. 16102.]
0.30378441296037006,0.3423250561311829,0.8874150679871834,[0.         0.08783335 0.         0.         0.34444923 0.56771742],[    0.  4391.     0.     0. 17222. 28385.]
0.2978731036817231,0.31676235304630623,0.9403677577751111,[0.         0.53582629 0.         0.         0.38447547 0.07969824],[    0. 26791.     0.     0. 19223.  3984.]
0.31426825234909517,0.3271413661061251,0.9606496912626639,[0.         0.49612944 0.         0.         0.11685168 0.38701888],[    0. 24806.     0.     0.  5842. 19350.]
0.3171502075604649,0.33499700531588905,0.9467255006097881,[0.         0.63233191 0.         0.         0.05116609 0.31650199],[    0. 31616.     0.     0.  2558. 15825.]
0.3202336927785742,0.34108480594492196,0.9388682439002728,[0.         0.63126586 0.         0.         0.         0.36873414],[    0. 31563.     0.     0.     0. 18436.]
0.3133916577293089,0.3730457840491645,0.840088994781419,[0.         0.1098915  0.         0.         0.18172605 0.70838245],[    0.  5494.     0.     0.  9086. 35419.]
0.28906469131688667,0.31265503678155354,0.9245483274233991,[0.         0.08016106 0.         0.         0.59036382 0.32947512],[    0.  4008.     0.     0. 29518. 16473.]
0.3208200674370941,0.34246669337818786,0.9367920257366773,[0.         0.55633279 0.         0.         0.         0.44366721],[    0. 27816.     0.     0.     0. 22183.]
0.29449815597135315,0.3069382107144624,0.9594704917509213,[0.         0.20270523 0.         0.         0.48400302 0.31329175],[    0. 10135.     0.     0. 24200. 15664.]
0.3118656083394069,0.3358003281500448,0.928723357888015,[0.         0.70637567 0.         0.         0.12945379 0.16417054],[    0. 35318.     0.     0.  6472.  8208.]
0.2986686825688416,0.31168683908432765,0.9582332171812877,[0.         0.49292245 0.         0.         0.37682433 0.13025322],[    0. 24646.     0.     0. 18841.  6512.]
0.31425305326800657,0.33644763185007076,0.9340325908670546,[0.         0.34731961 0.         0.         0.13647995 0.51620044],[    0. 17365.     0.     0.  6823. 25810.]
0.32122691957966676,0.34575126098764686,0.9290694086323048,[0.         0.50434098 0.         0.         0.         0.49565902],[    0. 25217.     0.     0.     0. 24782.]
0.2823184800786234,0.31040479321581876,0.9095171410008883,[0.         0.07764303 0.         0.         0.70293923 0.21941775],[    0.  3882.     0.     0. 35146. 10970.]
0.3082806791928422,0.3375227029561246,0.9133627945404205,[0.         0.19636328 0.         0.         0.25550679 0.54812993],[    0.  9818.     0.     0. 12775. 27406.]
0.2910109697974784,0.319793904080544,0.909995362901551,[0.         0.49618707 0.         0.         0.50381293 0.        ],[    0. 24809.     0.     0. 25190.     0.]
0.3077256908655076,0.32046618166842666,0.9602438836554019,[0.         0.32406233 0.         0.         0.24811431 0.42782336],[    0. 16203.     0.     0. 12405. 21391.]
0.31715338041721275,0.34198126152984304,0.9273998785735701,[0.         0.38462867 0.         0.         0.08336483 0.5320065 ],[    0. 19231.     0.     0.  4168. 26600.]
0.30868352179702413,0.3171318114936945,0.9733603208808387,[0.         0.42486132 0.         0.         0.21905308 0.3560856 ],[    0. 21243.     0.     0. 10952. 17804.]
0.3120249680048859,0.3262225899368918,0.9564787284205166,[0.         0.39027769 0.         0.         0.16795894 0.44176337],[    0. 19513.     0.     0.  8397. 22088.]
0.30837538487872707,0.3177933980231911,0.9703643524281874,[0.         0.52975848 0.         0.         0.2105222  0.25971932],[    0. 26487.     0.     0. 10526. 12985.]
0.3053144082824554,0.3150893306528025,0.9689772981202016,[0.         0.52627984 0.         0.         0.26190551 0.21181465],[    0. 26313.     0.     0. 13095. 10590.]
0.29201636867906455,0.30745094217676056,0.9497982559805515,[0.         0.3973299  0.         0.         0.49995592 0.10271417],[    0. 19866.     0.     0. 24997.  5135.]
0.3034456187881986,0.31284615861514803,0.9699515574410053,[0.         0.30485051 0.         0.         0.32183016 0.37331933],[    0. 15242.     0.     0. 16091. 18665.]
0.3149477658598633,0.37539325640624555,0.8389808833407253,[0.         0.12887358 0.         0.         0.15336307 0.71776335],[    0.  6443.     0.     0.  7668. 35888.]
0.3016955053611079,0.31083063946231254,0.9706105739221623,[0.         0.28886962 0.         0.         0.35303036 0.35810002],[    0. 14443.     0.     0. 17651. 17905.]
0.3050986217380814,0.32031710739070096,0.9524893135537181,[0.         0.25862104 0.         0.         0.30034568 0.44103328],[    0. 12931.     0.     0. 15017. 22051.]
0.30398670690502383,0.3157974278649173,0.9626003256589362,[0.         0.27985442 0.         0.         0.31608176 0.40406382],[    0. 13992.     0.     0. 15804. 20203.]
0.3033159841500176,0.3141506621366472,0.9655112043599106,[0.         0.52452839 0.         0.         0.29538454 0.18008706],[    0. 26226.     0.     0. 14769.  9004.]
0.32152519802659474,0.3493373970545984,0.920385852581203,[0.         0.46622384 0.         0.         0.         0.53377616],[    0. 23311.     0.     0.     0. 26688.]
0.29548210448078716,0.3195697808465158,0.9246246741418345,[0.         0.09769796 0.         0.         0.48130367 0.42099837],[    0.  4884.     0.     0. 24065. 21049.]
0.2847838246788808,0.3186442086070633,0.8937360761201297,[0.         0.         0.         0.         0.67202863 0.32797137],[    0.     0.     0.     0. 33601. 16398.]
0.3071202784670246,0.31681864856363173,0.969388260001181,[0.         0.3570823  0.         0.         0.25388825 0.38902944],[    0. 17854.     0.     0. 12694. 19451.]
0.3018302616641704,0.3134109132427214,0.9630496224310403,[0.         0.25752938 0.         0.         0.35486877 0.38760185],[    0. 12876.     0.     0. 17743. 19380.]
0.3015017687939928,0.3228272408180736,0.9339415348901781,[0.         0.60127963 0.         0.         0.31557737 0.08314299],[    0. 30063.     0.     0. 15778.  4157.]
0.3005423284473192,0.30673546840108296,0.9798095082187702,[0.         0.39068365 0.         0.         0.3589612  0.25035515],[    0. 19534.     0.     0. 17948. 12517.]
0.29389227975018517,0.3085469472340339,0.9525042538413672,[0.         0.17348198 0.         0.         0.49788889 0.32862914],[    0.  8674.     0.     0. 24894. 16431.]
0.31806315619060166,0.3437113984516495,0.9253785519578693,[0.         0.39775296 0.         0.         0.06651861 0.53572842],[    0. 19887.     0.     0.  3325. 26786.]
0.3027150636455235,0.3311614502315174,0.9141011534823669,[0.         0.13266621 0.         0.         0.35640437 0.51092942],[    0.  6633.     0.     0. 17820. 25546.]
0.30374686364422865,0.31930425480234303,0.9512772193789125,[0.         0.23839915 0.         0.         0.32546999 0.43613086],[    0. 11919.     0.     0. 16273. 21806.]
0.291928218929053,0.30431426898329783,0.9592984906832462,[0.         0.21433543 0.         0.         0.52524891 0.26041566],[    0. 10716.     0.     0. 26262. 13020.]
0.31068841577855233,0.3201558428626233,0.9704286918538815,[0.         0.50278208 0.         0.         0.17554898 0.32166894],[    0. 25139.     0.     0.  8777. 16083.]
0.29313549230871516,0.3147227589952767,0.9314086253073122,[0.         0.10453966 0.         0.         0.51945722 0.37600312],[    0.  5226.     0.     0. 25972. 18800.]
0.32042779823489553,0.3410998234486641,0.9393959662459934,[0.         0.60646104 0.         0.         0.         0.39353896],[    0. 30323.     0.     0.     0. 19676.]
0.3085841273098109,0.3426445581998694,0.9005954419092493,[0.         0.17153578 0.         0.         0.25369043 0.57477379],[    0.  8576.     0.     0. 12684. 28738.]
0.29215128666255963,0.3028894803533802,0.964547485510912,[0.         0.2769736  0.         0.         0.51338174 0.20964466],[    0. 13848.     0.     0. 25669. 10482.]
0.30350586983939104,0.3222249895122586,0.9419066792392419,[0.         0.60343988 0.         0.         0.28195066 0.11460947],[    0. 30171.     0.     0. 14097.  5730.]
0.2973648038373285,0.3212354795407417,0.925691035941795,[0.         0.11230893 0.         0.         0.4480758  0.43961528],[    0.  5615.     0.     0. 22403. 21980.]
0.3096787997625867,0.3208970417855553,0.9650409927104739,[0.         0.38350768 0.         0.         0.20787738 0.40861494],[    0. 19175.     0.     0. 10393. 20430.]
0.3044049497044754,0.36322453498321894,0.83806274187546,[0.         0.         0.         0.         0.34556047 0.65443953],[    0.     0.     0.     0. 17278. 32721.]
0.2896881326664565,0.3031011503927793,0.9557473876000098,[0.         0.26022538 0.         0.         0.55654584 0.18322878],[    0. 13011.     0.     0. 27827.  9161.]
0.2915771066379098,0.32759783231729966,0.8900458973595972,[0.         0.         0.         0.         0.55899789 0.44100211],[    0.     0.     0.     0. 27949. 22050.]
0.29710830130371446,0.30602777874407705,0.9708540267913989,[0.         0.26382694 0.         0.         0.43261565 0.3035574 ],[    0. 13191.     0.     0. 21630. 15177.]
0.3068649004309603,0.31490756741742437,0.9744602295447441,[0.         0.4980149  0.         0.         0.23978764 0.26219746],[    0. 24900.     0.     0. 11989. 13109.]
0.3048586622175962,0.31301894889567433,0.9739303748004156,[0.         0.34646697 0.         0.         0.29290053 0.3606325 ],[    0. 17323.     0.     0. 14645. 18031.]
0.30329598705344385,0.35930177392214474,0.8441260496508528,[0.         0.         0.         0.         0.36401206 0.63598794],[    0.     0.     0.     0. 18200. 31799.]
0.2953677455096737,0.33575359347845435,0.8797158131641196,[0.         0.         0.         0.         0.49592694 0.50407306],[    0.     0.     0.     0. 24796. 25203.]
